nohup: ignoring input
[[1 2 3]
 [4 5 6]]
| Xavier Initialization
| Xavier Initialization
Training started
Use Critic:
False
/SCRATCH/liudefen/PycharmProjects/gnn/GraphRL/gcn/models_gcn.py:85: UserWarning: Implicit dimension choice for log_softmax has been deprecated. Change the call to include dim=X as an argument.
  features = F.log_softmax(features.t())
epochs 60 loss -12.98369312286377
epochs 60 loss -16.680753707885742
epochs 60 loss -15.128226280212402
epochs 60 loss -14.178079605102539
epochs 60 loss -14.034195899963379
epochs 60 loss -12.30236530303955
epochs 60 loss -13.30673885345459
epochs 60 loss -12.541668891906738
epochs 60 loss -13.42226791381836
epoch 0060 gcn2mind min_ratio 1.0822981366459627 max_ratio 1.1423047177107502 av_ratio 1.101497109332032
epochs 61 loss -13.303197860717773
epochs 61 loss -13.454962730407715
epochs 61 loss -16.348255157470703
epochs 61 loss -12.02137565612793
epochs 61 loss -11.873172760009766
epochs 61 loss -11.542795181274414
epochs 61 loss -12.189188957214355
epochs 61 loss -13.600159645080566
epochs 61 loss -12.966362953186035
epochs 61 loss -12.443624496459961
epoch 0061 gcn2mind min_ratio 1.0866141732283465 max_ratio 1.126463700234192 av_ratio 1.1061668999404843
epochs 62 loss -14.176918029785156
epochs 62 loss -11.507706642150879
epochs 62 loss -10.293624877929688
epochs 62 loss -13.653095245361328
epochs 62 loss -11.73861312866211
epochs 62 loss -11.204248428344727
epochs 62 loss -11.966495513916016
epochs 62 loss -17.219379425048828
epochs 62 loss -16.532915115356445
epochs 62 loss -10.912405014038086
epoch 0062 gcn2mind min_ratio 1.0804331013147719 max_ratio 1.1377708978328174 av_ratio 1.1045174324792821
epochs 63 loss -12.505517959594727
epochs 63 loss -10.664593696594238
epochs 63 loss -15.15022087097168
epochs 63 loss -14.80108642578125
epochs 63 loss -10.818359375
epochs 63 loss -13.96995735168457
epochs 63 loss -15.185193061828613
epochs 63 loss -11.546759605407715
epochs 63 loss -13.732135772705078
epochs 63 loss -14.882770538330078
epoch 0063 gcn2mind min_ratio 1.0841856805664831 max_ratio 1.139734582357533 av_ratio 1.1066185115546436
epochs 64 loss -12.252068519592285
epochs 64 loss -11.404377937316895
epochs 64 loss -11.930054664611816
epochs 64 loss -15.835914611816406
epochs 64 loss -11.441110610961914
epochs 64 loss -10.324888229370117
epochs 64 loss -12.848835945129395
epochs 64 loss -15.414554595947266
epochs 64 loss -11.761367797851562
epochs 64 loss -11.165106773376465
epoch 0064 gcn2mind min_ratio 1.0811023622047244 max_ratio 1.1125984251968504 av_ratio 1.1007142993012573
epochs 65 loss -12.72177791595459
epochs 65 loss -16.307165145874023
epochs 65 loss -12.319049835205078
epochs 65 loss -16.617488861083984
epochs 65 loss -9.500110626220703
epochs 65 loss -12.305106163024902
epochs 65 loss -10.734752655029297
epochs 65 loss -13.601238250732422
epochs 65 loss -12.816746711730957
epochs 65 loss -10.39426326751709
epoch 0065 gcn2mind min_ratio 1.079192546583851 max_ratio 1.1487669053301512 av_ratio 1.1092393767416673
epochs 66 loss -12.693976402282715
epochs 66 loss -15.804483413696289
epochs 66 loss -13.578201293945312
epochs 66 loss -12.786778450012207
epochs 66 loss -17.354515075683594
epochs 66 loss -13.404438972473145
epochs 66 loss -12.244274139404297
epochs 66 loss -13.780075073242188
epochs 66 loss -9.807861328125
epochs 66 loss -12.918889999389648
epoch 0066 gcn2mind min_ratio 1.0803149606299212 max_ratio 1.1447891805887032 av_ratio 1.1108880017395135
epochs 67 loss -12.913358688354492
epochs 67 loss -11.834907531738281
epochs 67 loss -11.792794227600098
epochs 67 loss -12.153148651123047
epochs 67 loss -12.85700798034668
epochs 67 loss -13.492711067199707
epochs 67 loss -15.30035400390625
epochs 67 loss -12.294997215270996
epochs 67 loss -13.134198188781738
epochs 67 loss -13.068217277526855
epoch 0067 gcn2mind min_ratio 1.08 max_ratio 1.1361175560711523 av_ratio 1.1079200809462866
epochs 68 loss -11.421228408813477
epochs 68 loss -14.321578979492188
epochs 68 loss -12.000686645507812
epochs 68 loss -13.223955154418945
epochs 68 loss -13.41811752319336
epochs 68 loss -13.022136688232422
epochs 68 loss -15.05964183807373
epochs 68 loss -10.852073669433594
epochs 68 loss -12.603224754333496
epochs 68 loss -14.650131225585938
epoch 0068 gcn2mind min_ratio 1.0773524720893142 max_ratio 1.139734582357533 av_ratio 1.105150504001719
epochs 69 loss -12.358098983764648
epochs 69 loss -13.093029022216797
epochs 69 loss -13.419543266296387
epochs 69 loss -17.598800659179688
epochs 69 loss -15.823785781860352
epochs 69 loss -12.291075706481934
epochs 69 loss -11.276988983154297
epochs 69 loss -11.94267463684082
epochs 69 loss -10.553391456604004
epochs 69 loss -9.696391105651855
epoch 0069 gcn2mind min_ratio 1.0849056603773586 max_ratio 1.1330203442879498 av_ratio 1.1038498948609776
epochs 70 loss -11.496399879455566
epochs 70 loss -12.259231567382812
epochs 70 loss -13.275189399719238
epochs 70 loss -12.432992935180664
epochs 70 loss -12.750781059265137
epochs 70 loss -13.52269172668457
epochs 70 loss -12.65945816040039
epochs 70 loss -13.863927841186523
epochs 70 loss -15.398348808288574
epochs 70 loss -14.68758487701416
epoch 0070 gcn2mind min_ratio 1.0773524720893142 max_ratio 1.128440366972477 av_ratio 1.1084224110035468
epochs 71 loss -12.73505973815918
epochs 71 loss -11.176636695861816
epochs 71 loss -11.660508155822754
epochs 71 loss -13.6957368850708
epochs 71 loss -16.096776962280273
epochs 71 loss -13.390421867370605
epochs 71 loss -12.04275131225586
epochs 71 loss -10.860107421875
epochs 71 loss -14.159688949584961
epochs 71 loss -14.994888305664062
epoch 0071 gcn2mind min_ratio 1.0807692307692307 max_ratio 1.1239282930631334 av_ratio 1.101753221102443
epochs 72 loss -11.809807777404785
epochs 72 loss -11.472211837768555
epochs 72 loss -12.914380073547363
epochs 72 loss -11.422542572021484
epochs 72 loss -12.107572555541992
epochs 72 loss -12.981084823608398
epochs 72 loss -16.005802154541016
epochs 72 loss -12.246472358703613
epochs 72 loss -13.752586364746094
epochs 72 loss -15.88774299621582
epoch 0072 gcn2mind min_ratio 1.08 max_ratio 1.138544891640867 av_ratio 1.1083377006393202
epochs 73 loss -15.07772159576416
epochs 73 loss -12.989526748657227
epochs 73 loss -14.901632308959961
epochs 73 loss -15.78729248046875
epochs 73 loss -12.515917778015137
epochs 73 loss -15.251487731933594
epochs 73 loss -13.932332992553711
epochs 73 loss -15.095587730407715
epochs 73 loss -11.972088813781738
epochs 73 loss -12.253264427185059
epoch 0073 gcn2mind min_ratio 1.095200629425649 max_ratio 1.127825409197194 av_ratio 1.1115520683507132
epochs 74 loss -12.125883102416992
epochs 74 loss -13.491178512573242
epochs 74 loss -16.287982940673828
epochs 74 loss -10.471938133239746
epochs 74 loss -12.738309860229492
epochs 74 loss -11.789936065673828
epochs 74 loss -11.35316276550293
epochs 74 loss -10.511788368225098
epochs 74 loss -14.059924125671387
epochs 74 loss -13.497197151184082
epoch 0074 gcn2mind min_ratio 1.0821529745042493 max_ratio 1.13717848791894 av_ratio 1.1052236965803937
epochs 75 loss -11.46636962890625
epochs 75 loss -10.48019027709961
epochs 75 loss -12.496207237243652
epochs 75 loss -15.82520580291748
epochs 75 loss -10.986632347106934
epochs 75 loss -12.072087287902832
epochs 75 loss -13.369243621826172
epochs 75 loss -14.869589805603027
epochs 75 loss -13.183064460754395
epochs 75 loss -13.788142204284668
epoch 0075 gcn2mind min_ratio 1.0837320574162679 max_ratio 1.125984251968504 av_ratio 1.1045391169137235
epochs 76 loss -12.660890579223633
epochs 76 loss -16.443462371826172
epochs 76 loss -12.736906051635742
epochs 76 loss -12.449667930603027
epochs 76 loss -12.260433197021484
epochs 76 loss -11.316126823425293
epochs 76 loss -15.039320945739746
epochs 76 loss -15.671602249145508
epochs 76 loss -13.465682029724121
epochs 76 loss -14.303213119506836
epoch 0076 gcn2mind min_ratio 1.0813397129186604 max_ratio 1.1272871917263325 av_ratio 1.110876913926495
epochs 77 loss -12.186860084533691
epochs 77 loss -12.644119262695312
epochs 77 loss -12.510040283203125
epochs 77 loss -12.274002075195312
epochs 77 loss -14.271859169006348
epochs 77 loss -14.064250946044922
epochs 77 loss -12.408495903015137
epochs 77 loss -13.396343231201172
epochs 77 loss -14.320178985595703
epochs 77 loss -13.451780319213867
epoch 0077 gcn2mind min_ratio 1.0934579439252337 max_ratio 1.1280249804839968 av_ratio 1.10881897315153
epochs 78 loss -10.832806587219238
epochs 78 loss -15.91616439819336
epochs 78 loss -12.56089973449707
epochs 78 loss -10.9970703125
epochs 78 loss -10.653493881225586
epochs 78 loss -9.629623413085938
epochs 78 loss -12.363714218139648
epochs 78 loss -14.429939270019531
epochs 78 loss -13.493704795837402
epochs 78 loss -14.34276008605957
epoch 0078 gcn2mind min_ratio 1.0669230769230769 max_ratio 1.132501948558067 av_ratio 1.1007572256402265
epochs 79 loss -12.284085273742676
epochs 79 loss -13.178905487060547
epochs 79 loss -13.423973083496094
epochs 79 loss -13.025014877319336
epochs 79 loss -11.410475730895996
epochs 79 loss -12.333390235900879
epochs 79 loss -10.485030174255371
epochs 79 loss -12.591548919677734
epochs 79 loss -18.014310836791992
epochs 79 loss -15.102874755859375
epoch 0079 gcn2mind min_ratio 1.0858267716535432 max_ratio 1.1254871395167576 av_ratio 1.1102126703591373
epochs 80 loss -12.738823890686035
epochs 80 loss -14.809381484985352
epochs 80 loss -12.11923885345459
epochs 80 loss -16.2357177734375
epochs 80 loss -12.339044570922852
epochs 80 loss -12.824471473693848
epochs 80 loss -14.388251304626465
epochs 80 loss -14.345904350280762
epochs 80 loss -15.035850524902344
epochs 80 loss -10.664777755737305
epoch 0080 gcn2mind min_ratio 1.09830007390983 max_ratio 1.1424148606811146 av_ratio 1.109861752250543
epochs 81 loss -13.806068420410156
epochs 81 loss -11.861431121826172
epochs 81 loss -10.772610664367676
epochs 81 loss -9.21692943572998
epochs 81 loss -10.896074295043945
epochs 81 loss -14.151678085327148
epochs 81 loss -13.698701858520508
epochs 81 loss -11.963841438293457
epochs 81 loss -11.509408950805664
epochs 81 loss -11.501426696777344
epoch 0081 gcn2mind min_ratio 1.0861132660977502 max_ratio 1.1373926619828258 av_ratio 1.1013463763519966
epochs 82 loss -13.813765525817871
epochs 82 loss -10.99829387664795
epochs 82 loss -11.869998931884766
epochs 82 loss -13.353419303894043
epochs 82 loss -12.446330070495605
epochs 82 loss -12.008184432983398
epochs 82 loss -15.524957656860352
epochs 82 loss -12.627726554870605
epochs 82 loss -13.664953231811523
epochs 82 loss -11.341692924499512
epoch 0082 gcn2mind min_ratio 1.1024049650892165 max_ratio 1.1233411397345823 av_ratio 1.1108865489534088
epochs 83 loss -13.781353950500488
epochs 83 loss -12.542224884033203
epochs 83 loss -10.581661224365234
epochs 83 loss -13.923750877380371
epochs 83 loss -10.203337669372559
epochs 83 loss -12.52422046661377
epochs 83 loss -13.54166030883789
epochs 83 loss -9.91018295288086
epochs 83 loss -13.643228530883789
epochs 83 loss -16.214557647705078
epoch 0083 gcn2mind min_ratio 1.0946153846153845 max_ratio 1.1253822629969419 av_ratio 1.105081258463961
epochs 84 loss -11.58206558227539
epochs 84 loss -12.33523178100586
epochs 84 loss -13.392189025878906
epochs 84 loss -11.544585227966309
epochs 84 loss -12.813846588134766
epochs 84 loss -13.424760818481445
epochs 84 loss -13.628922462463379
epochs 84 loss -12.800263404846191
epochs 84 loss -14.923840522766113
epochs 84 loss -11.653441429138184
epoch 0084 gcn2mind min_ratio 1.0884615384615384 max_ratio 1.1455108359133126 av_ratio 1.111040140997784
epochs 85 loss -13.246797561645508
epochs 85 loss -15.83200454711914
epochs 85 loss -13.752246856689453
epochs 85 loss -13.045345306396484
epochs 85 loss -10.649223327636719
epochs 85 loss -12.601099014282227
epochs 85 loss -11.580962181091309
epochs 85 loss -10.977277755737305
epochs 85 loss -12.565960884094238
epochs 85 loss -13.497584342956543
epoch 0085 gcn2mind min_ratio 1.0714285714285714 max_ratio 1.125978090766823 av_ratio 1.1017459964450491
epochs 86 loss -15.727876663208008
epochs 86 loss -12.166929244995117
epochs 86 loss -12.223743438720703
epochs 86 loss -8.54052734375
epochs 86 loss -12.232714653015137
epochs 86 loss -12.91215991973877
epochs 86 loss -10.708809852600098
epochs 86 loss -15.609627723693848
epochs 86 loss -10.158729553222656
epochs 86 loss -12.842040061950684
epoch 0086 gcn2mind min_ratio 1.0837245696400626 max_ratio 1.1431888544891642 av_ratio 1.1081561641434665
epochs 87 loss -12.330964088439941
epochs 87 loss -14.543588638305664
epochs 87 loss -13.176200866699219
epochs 87 loss -11.651505470275879
epochs 87 loss -11.604125022888184
epochs 87 loss -15.641544342041016
epochs 87 loss -15.627754211425781
epochs 87 loss -10.16118049621582
epochs 87 loss -12.045493125915527
epochs 87 loss -13.248308181762695
epoch 0087 gcn2mind min_ratio 1.0856940509915014 max_ratio 1.1377708978328174 av_ratio 1.1080884328006075
epochs 88 loss -11.11524486541748
epochs 88 loss -12.997628211975098
epochs 88 loss -16.17164421081543
epochs 88 loss -12.63041877746582
epochs 88 loss -12.16424560546875
epochs 88 loss -16.90685272216797
epochs 88 loss -10.871522903442383
epochs 88 loss -11.104877471923828
epochs 88 loss -11.876904487609863
epochs 88 loss -13.102302551269531
epoch 0088 gcn2mind min_ratio 1.0922367409684859 max_ratio 1.1431980906921242 av_ratio 1.1160507341188546
epochs 89 loss -11.470235824584961
epochs 89 loss -12.638534545898438
epochs 89 loss -15.364361763000488
epochs 89 loss -12.418889999389648
epochs 89 loss -10.700000762939453
epochs 89 loss -12.725334167480469
epochs 89 loss -14.130998611450195
epochs 89 loss -13.316776275634766
epochs 89 loss -14.131719589233398
epochs 89 loss -10.873849868774414
epoch 0089 gcn2mind min_ratio 1.0741626794258374 max_ratio 1.1366120218579234 av_ratio 1.1025874064793473
epochs 90 loss -15.66940975189209
epochs 90 loss -11.239714622497559
epochs 90 loss -13.51325798034668
epochs 90 loss -11.084098815917969
epochs 90 loss -14.864617347717285
epochs 90 loss -10.528181076049805
epochs 90 loss -12.728906631469727
epochs 90 loss -12.585504531860352
epochs 90 loss -14.67386531829834
epochs 90 loss -11.69190788269043
epoch 0090 gcn2mind min_ratio 1.0815217391304348 max_ratio 1.1447891805887032 av_ratio 1.1097921773778796
epochs 91 loss -15.026521682739258
epochs 91 loss -13.019454002380371
epochs 91 loss -12.325324058532715
epochs 91 loss -12.602354049682617
epochs 91 loss -14.12415885925293
epochs 91 loss -12.571730613708496
epochs 91 loss -14.09327220916748
epochs 91 loss -14.98449420928955
epochs 91 loss -9.459818840026855
epochs 91 loss -13.482915878295898
epoch 0091 gcn2mind min_ratio 1.051968503937008 max_ratio 1.1469450889404487 av_ratio 1.0967460531730786
epochs 92 loss -13.714655876159668
epochs 92 loss -12.81054973602295
epochs 92 loss -14.915384292602539
epochs 92 loss -11.273140907287598
epochs 92 loss -13.395830154418945
epochs 92 loss -14.644186019897461
epochs 92 loss -12.265592575073242
epochs 92 loss -12.566471099853516
epochs 92 loss -14.062102317810059
epochs 92 loss -11.36195182800293
epoch 0092 gcn2mind min_ratio 1.0909090909090908 max_ratio 1.134570765661253 av_ratio 1.1081500446115249
epochs 93 loss -13.806408882141113
epochs 93 loss -11.215693473815918
epochs 93 loss -11.839627265930176
epochs 93 loss -12.652230262756348
epochs 93 loss -14.690154075622559
epochs 93 loss -12.48070240020752
epochs 93 loss -15.979684829711914
epochs 93 loss -11.962310791015625
epochs 93 loss -10.370288848876953
epochs 93 loss -14.94155216217041
epoch 0093 gcn2mind min_ratio 1.0826771653543308 max_ratio 1.1424148606811146 av_ratio 1.110790261800822
epochs 94 loss -12.326955795288086
epochs 94 loss -13.51516056060791
epochs 94 loss -11.669609069824219
epochs 94 loss -11.744741439819336
epochs 94 loss -12.517740249633789
epochs 94 loss -10.528325080871582
epochs 94 loss -12.3059663772583
epochs 94 loss -14.594422340393066
epochs 94 loss -14.48987865447998
epochs 94 loss -12.786263465881348
epoch 0094 gcn2mind min_ratio 1.0592307692307692 max_ratio 1.1415313225058004 av_ratio 1.1020831351534346
epochs 95 loss -10.312347412109375
epochs 95 loss -13.034382820129395
epochs 95 loss -12.501229286193848
epochs 95 loss -13.137743949890137
epochs 95 loss -12.294868469238281
epochs 95 loss -12.398292541503906
epochs 95 loss -10.59393310546875
epochs 95 loss -13.654653549194336
epochs 95 loss -12.362638473510742
epochs 95 loss -13.162553787231445
epoch 0095 gcn2mind min_ratio 1.062200956937799 max_ratio 1.1384248210023866 av_ratio 1.1055495069831107
epochs 96 loss -11.899420738220215
epochs 96 loss -11.586562156677246
epochs 96 loss -11.954093933105469
epochs 96 loss -16.29092788696289
epochs 96 loss -10.843616485595703
epochs 96 loss -12.711978912353516
epochs 96 loss -14.785080909729004
epochs 96 loss -11.95667839050293
epochs 96 loss -12.747480392456055
epochs 96 loss -11.426105499267578
epoch 0096 gcn2mind min_ratio 1.0954478707782673 max_ratio 1.1384248210023866 av_ratio 1.1124884519365286
epochs 97 loss -13.338064193725586
epochs 97 loss -14.293305397033691
epochs 97 loss -12.739690780639648
epochs 97 loss -11.300559997558594
epochs 97 loss -12.287834167480469
epochs 97 loss -14.177607536315918
epochs 97 loss -14.207926750183105
epochs 97 loss -13.767115592956543
epochs 97 loss -11.899396896362305
epochs 97 loss -12.787431716918945
epoch 0097 gcn2mind min_ratio 1.073228346456693 max_ratio 1.1395167575993765 av_ratio 1.1000200640741489
epochs 98 loss -17.882789611816406
epochs 98 loss -11.297679901123047
epochs 98 loss -11.105575561523438
epochs 98 loss -12.15963077545166
epochs 98 loss -12.839707374572754
epochs 98 loss -14.91153621673584
epochs 98 loss -12.711613655090332
epochs 98 loss -16.19864845275879
epochs 98 loss -12.47961139678955
epochs 98 loss -14.596673011779785
epoch 0098 gcn2mind min_ratio 1.0906994619523442 max_ratio 1.1291079812206573 av_ratio 1.1082853939573827
epochs 99 loss -15.219346046447754
epochs 99 loss -11.506101608276367
epochs 99 loss -13.50311279296875
epochs 99 loss -13.763708114624023
epochs 99 loss -11.614062309265137
epochs 99 loss -14.451050758361816
epochs 99 loss -12.001220703125
epochs 99 loss -12.498489379882812
epochs 99 loss -10.539642333984375
epochs 99 loss -13.303468704223633
epoch 0099 gcn2mind min_ratio 1.087544483985765 max_ratio 1.1439936356404137 av_ratio 1.111035044556783
epochs 100 loss -12.136919975280762
epochs 100 loss -14.296855926513672
epochs 100 loss -12.789336204528809
epochs 100 loss -15.121952056884766
epochs 100 loss -10.703984260559082
epochs 100 loss -18.477293014526367
epochs 100 loss -12.439719200134277
epochs 100 loss -16.864219665527344
epochs 100 loss -10.286602020263672
epochs 100 loss -12.658186912536621
epoch 0100 gcn2mind min_ratio 1.0669230769230769 max_ratio 1.137957911145752 av_ratio 1.1059179903340826
epochs 101 loss -16.264358520507812
epochs 101 loss -14.756173133850098
epochs 101 loss -10.825267791748047
epochs 101 loss -12.87960433959961
epochs 101 loss -12.680268287658691
epochs 101 loss -11.263382911682129
epochs 101 loss -12.019126892089844
epochs 101 loss -11.33310604095459
epochs 101 loss -10.665863990783691
epochs 101 loss -16.669574737548828
epoch 0101 gcn2mind min_ratio 1.0722702278083267 max_ratio 1.1384248210023866 av_ratio 1.1042301278861442
epochs 102 loss -12.257400512695312
epochs 102 loss -12.646526336669922
epochs 102 loss -12.853788375854492
epochs 102 loss -11.309699058532715
epochs 102 loss -12.088111877441406
epochs 102 loss -11.178179740905762
epochs 102 loss -15.536520004272461
epochs 102 loss -12.97830867767334
epochs 102 loss -11.18462085723877
epochs 102 loss -12.368864059448242
epoch 0102 gcn2mind min_ratio 1.0892307692307692 max_ratio 1.1369969040247678 av_ratio 1.1076581137427497
epochs 103 loss -12.58594036102295
epochs 103 loss -16.190013885498047
epochs 103 loss -13.587112426757812
epochs 103 loss -13.552628517150879
epochs 103 loss -10.142475128173828
epochs 103 loss -9.299471855163574
epochs 103 loss -13.852672576904297
epochs 103 loss -11.115662574768066
epochs 103 loss -13.685709953308105
epochs 103 loss -13.916217803955078
epoch 0103 gcn2mind min_ratio 1.0815217391304348 max_ratio 1.1447891805887032 av_ratio 1.107024307177125
epochs 104 loss -12.189516067504883
epochs 104 loss -15.187695503234863
epochs 104 loss -15.672889709472656
epochs 104 loss -13.943893432617188
epochs 104 loss -14.15705394744873
epochs 104 loss -13.79818344116211
epochs 104 loss -16.502382278442383
epochs 104 loss -10.7381010055542
epochs 104 loss -13.865631103515625
epochs 104 loss -12.064053535461426
epoch 0104 gcn2mind min_ratio 1.0723076923076924 max_ratio 1.1342701014832162 av_ratio 1.1035806221908404
epochs 105 loss -16.430818557739258
epochs 105 loss -14.241931915283203
epochs 105 loss -11.158197402954102
epochs 105 loss -13.418593406677246
epochs 105 loss -13.270378112792969
epochs 105 loss -12.681974411010742
epochs 105 loss -12.010950088500977
epochs 105 loss -11.148382186889648
epochs 105 loss -13.4937744140625
epochs 105 loss -13.28470516204834
epoch 0105 gcn2mind min_ratio 1.0947136563876652 max_ratio 1.1291079812206573 av_ratio 1.111126761722914
epochs 106 loss -10.869464874267578
epochs 106 loss -13.733551979064941
epochs 106 loss -12.084453582763672
epochs 106 loss -12.177046775817871
epochs 106 loss -16.5156307220459
epochs 106 loss -12.889763832092285
epochs 106 loss -14.044812202453613
epochs 106 loss -14.972572326660156
epochs 106 loss -13.357162475585938
epochs 106 loss -11.576499938964844
epoch 0106 gcn2mind min_ratio 1.0715408805031446 max_ratio 1.1431888544891642 av_ratio 1.1075461137592237
epochs 107 loss -11.275457382202148
epochs 107 loss -10.864187240600586
epochs 107 loss -12.095221519470215
epochs 107 loss -16.22374725341797
epochs 107 loss -12.430941581726074
epochs 107 loss -16.168142318725586
epochs 107 loss -12.23737621307373
epochs 107 loss -13.990266799926758
epochs 107 loss -13.066548347473145
epochs 107 loss -16.273990631103516
epoch 0107 gcn2mind min_ratio 1.0503937007874016 max_ratio 1.1495624502784407 av_ratio 1.1035513840089668
epochs 108 loss -12.181007385253906
epochs 108 loss -10.432092666625977
epochs 108 loss -12.252538681030273
epochs 108 loss -12.49362850189209
epochs 108 loss -12.073492050170898
epochs 108 loss -13.039535522460938
epochs 108 loss -13.054352760314941
epochs 108 loss -16.101295471191406
epochs 108 loss -13.90818977355957
epochs 108 loss -12.742063522338867
epoch 0108 gcn2mind min_ratio 1.0745192307692308 max_ratio 1.136085626911315 av_ratio 1.1067176543851516
epochs 109 loss -13.750187873840332
epochs 109 loss -16.33612060546875
epochs 109 loss -15.80959701538086
epochs 109 loss -13.234068870544434
epochs 109 loss -13.483704566955566
epochs 109 loss -11.212224006652832
epochs 109 loss -11.920722961425781
epochs 109 loss -13.991209983825684
epochs 109 loss -13.207833290100098
epochs 109 loss -10.3302640914917
epoch 0109 gcn2mind min_ratio 1.0865159781761498 max_ratio 1.1286031042128604 av_ratio 1.1085593175267985
epochs 110 loss -17.49791145324707
epochs 110 loss -10.889918327331543
epochs 110 loss -13.125935554504395
epochs 110 loss -11.939759254455566
epochs 110 loss -13.685901641845703
epochs 110 loss -12.78127384185791
epochs 110 loss -12.730744361877441
epochs 110 loss -12.258315086364746
epochs 110 loss -11.420762062072754
epochs 110 loss -15.642670631408691
epoch 0110 gcn2mind min_ratio 1.0850393700787402 max_ratio 1.1309431021044427 av_ratio 1.1091054089308912
epochs 111 loss -10.912981033325195
epochs 111 loss -13.353931427001953
epochs 111 loss -11.079495429992676
epochs 111 loss -12.686924934387207
epochs 111 loss -12.263556480407715
epochs 111 loss -13.377054214477539
epochs 111 loss -13.20689582824707
epochs 111 loss -12.066776275634766
epochs 111 loss -10.485736846923828
epochs 111 loss -13.019490242004395
epoch 0111 gcn2mind min_ratio 1.0573899371069182 max_ratio 1.139220365950676 av_ratio 1.1039065622873632
epochs 112 loss -12.24397087097168
epochs 112 loss -11.944494247436523
epochs 112 loss -15.066570281982422
epochs 112 loss -13.696601867675781
epochs 112 loss -16.07264518737793
epochs 112 loss -12.170489311218262
epochs 112 loss -11.470444679260254
epochs 112 loss -10.046469688415527
epochs 112 loss -10.95882797241211
epochs 112 loss -13.386162757873535
epoch 0112 gcn2mind min_ratio 1.0661417322834645 max_ratio 1.1400159108989658 av_ratio 1.1039511128078865
epochs 113 loss -12.23568344116211
epochs 113 loss -11.658447265625
epochs 113 loss -14.815103530883789
epochs 113 loss -13.206743240356445
epochs 113 loss -13.036541938781738
epochs 113 loss -11.230677604675293
epochs 113 loss -10.804550170898438
epochs 113 loss -15.012709617614746
epochs 113 loss -12.383880615234375
epochs 113 loss -13.412288665771484
epoch 0113 gcn2mind min_ratio 1.0818897637795275 max_ratio 1.1400159108989658 av_ratio 1.1047368102248494
epochs 114 loss -12.66058349609375
epochs 114 loss -14.0128755569458
epochs 114 loss -13.694093704223633
epochs 114 loss -11.571806907653809
epochs 114 loss -12.78136920928955
epochs 114 loss -10.660816192626953
epochs 114 loss -14.01599407196045
epochs 114 loss -14.771865844726562
epochs 114 loss -14.014358520507812
epochs 114 loss -13.518945693969727
epoch 0114 gcn2mind min_ratio 1.0799069045771916 max_ratio 1.1495624502784407 av_ratio 1.109860127716966
epochs 115 loss -12.194665908813477
epochs 115 loss -11.433106422424316
epochs 115 loss -12.679542541503906
epochs 115 loss -14.973535537719727
epochs 115 loss -13.018389701843262
epochs 115 loss -12.545209884643555
epochs 115 loss -14.724740982055664
epochs 115 loss -12.654098510742188
epochs 115 loss -12.369172096252441
epochs 115 loss -13.134039878845215
epoch 0115 gcn2mind min_ratio 1.0528846153846154 max_ratio 1.1447891805887032 av_ratio 1.1097525609425731
epochs 116 loss -12.631702423095703
epochs 116 loss -13.082178115844727
epochs 116 loss -11.93786907196045
epochs 116 loss -11.835041999816895
epochs 116 loss -14.632523536682129
epochs 116 loss -11.661018371582031
epochs 116 loss -14.22973918914795
epochs 116 loss -14.197834968566895
epochs 116 loss -10.841731071472168
epochs 116 loss -14.01418399810791
epoch 0116 gcn2mind min_ratio 1.0889423076923077 max_ratio 1.1342701014832162 av_ratio 1.1084947832580894
epochs 117 loss -15.069876670837402
epochs 117 loss -13.50184440612793
epochs 117 loss -12.609895706176758
epochs 117 loss -17.920804977416992
epochs 117 loss -10.713448524475098
epochs 117 loss -11.879365921020508
epochs 117 loss -13.046018600463867
epochs 117 loss -15.06160831451416
epochs 117 loss -11.994588851928711
epochs 117 loss -13.831147193908691
epoch 0117 gcn2mind min_ratio 1.0803149606299212 max_ratio 1.1377708978328174 av_ratio 1.1071009317269804
epochs 118 loss -11.732389450073242
epochs 118 loss -13.657712936401367
epochs 118 loss -16.188993453979492
epochs 118 loss -13.059989929199219
epochs 118 loss -13.022729873657227
epochs 118 loss -14.749330520629883
epochs 118 loss -13.472142219543457
epochs 118 loss -11.715940475463867
epochs 118 loss -12.881916046142578
epochs 118 loss -12.136999130249023
epoch 0118 gcn2mind min_ratio 1.0775800711743773 max_ratio 1.1334894613583137 av_ratio 1.1062246172895456
epochs 119 loss -15.85042953491211
epochs 119 loss -14.3379487991333
epochs 119 loss -11.8018159866333
epochs 119 loss -15.672342300415039
epochs 119 loss -13.77853775024414
epochs 119 loss -16.45684814453125
epochs 119 loss -11.01498794555664
epochs 119 loss -12.047660827636719
epochs 119 loss -13.441973686218262
epochs 119 loss -16.565793991088867
epoch 0119 gcn2mind min_ratio 1.0861538461538462 max_ratio 1.127825409197194 av_ratio 1.1049206850525386
epochs 120 loss -11.14554500579834
epochs 120 loss -12.496143341064453
epochs 120 loss -12.078468322753906
epochs 120 loss -14.848624229431152
epochs 120 loss -11.778825759887695
epochs 120 loss -16.45009422302246
epochs 120 loss -10.025837898254395
epochs 120 loss -12.046667098999023
epochs 120 loss -11.17621898651123
epochs 120 loss -14.574458122253418
